-1.933333E+2	-8.344690E-7
-1.933000E+2	-7.152590E-7
-1.932667E+2	-1.072890E-6
-1.932333E+2	-1.072890E-6
-1.932000E+2	-9.536820E-7
-1.931667E+2	-8.344690E-7
-1.931333E+2	-9.536820E-7
-1.931000E+2	-9.536820E-7
-1.930667E+2	-1.668940E-6
-1.930333E+2	-1.072890E-6
-1.930000E+2	-1.668940E-6
-1.929667E+2	1.192100E-7
-1.929333E+2	3.576300E-7
-1.929000E+2	-1.668940E-6
-1.928667E+2	-8.344690E-7
-1.928333E+2	1.192100E-7
-1.928000E+2	-8.344690E-7
-1.927667E+2	-4.768410E-7
-1.927333E+2	-4.768410E-7
-1.927000E+2	-7.152590E-7
-1.926667E+2	-7.152590E-7
-1.926333E+2	1.192100E-7
-1.926000E+2	3.576300E-7
-1.925667E+2	2.384200E-7
-1.925333E+2	1.311310E-6
-1.925000E+2	2.145780E-6
-1.924667E+2	3.218670E-6
-1.924333E+2	2.503410E-6
-1.924000E+2	6.318120E-6
-1.923667E+2	8.463920E-6
-1.923333E+2	8.583130E-6
-1.923000E+2	8.106290E-6
-1.922667E+2	1.049050E-5
-1.922333E+2	1.299390E-5
-1.922000E+2	1.537810E-5
-1.921667E+2	1.871600E-5
-1.921333E+2	1.955040E-5
-1.921000E+2	2.181540E-5
-1.920667E+2	2.539170E-5
-1.920333E+2	2.729900E-5
-1.920000E+2	3.039850E-5
-1.919667E+2	3.314040E-5
-1.919333E+2	3.409410E-5
-1.919000E+2	3.457090E-5
-1.918667E+2	3.719350E-5
-1.918333E+2	3.635910E-5
-1.918000E+2	3.731270E-5
-1.917667E+2	3.731270E-5
-1.917333E+2	3.659750E-5
-1.917000E+2	3.457090E-5
-1.916667E+2	3.337880E-5
-1.916333E+2	3.051780E-5
-1.916000E+2	2.896800E-5
-1.915667E+2	2.598770E-5
-1.915333E+2	2.110020E-5
-1.915000E+2	1.943120E-5
-1.914667E+2	1.680860E-5
-1.914333E+2	1.239780E-5
-1.914000E+2	1.168260E-5
-1.913667E+2	1.025210E-5
-1.913333E+2	9.179170E-6
-1.913000E+2	8.940750E-6
-1.912667E+2	1.001360E-5
-1.912333E+2	1.084810E-5
-1.912000E+2	1.239780E-5
-1.911667E+2	1.096730E-5
-1.911333E+2	8.583130E-6
-1.911000E+2	4.768400E-6
-1.910667E+2	1.311310E-6
-1.910333E+2	-3.576290E-6
-1.910000E+2	-1.013280E-5
-1.909667E+2	-1.549730E-5
-1.909333E+2	-1.776230E-5
-1.909000E+2	-1.883520E-5
-1.908667E+2	-2.157700E-5
